62663,685,27149
62632,682,27183
62601,683,27213
62583,674,27240
62560,675,27262
62532,667,27298
62502,667,27328
62478,661,27358
62454,658,27385
62421,669,27407
62385,673,27439
62354,678,27465
62322,677,27498
62291,683,27523
62266,674,27557
62246,670,27581
62219,674,27604
62200,668,27629
62171,668,27658
62136,687,27674
62102,696,27699
62071,698,27728
62038,700,27759
62004,714,27779
61980,728,27789
61961,716,27820
61933,718,27846
61903,718,27876
61875,721,27901
61846,720,27931
61814,723,27960
61782,729,27986
61752,733,28012
61724,729,28044
61702,720,28075
61670,730,28097
61646,718,28133
61613,727,28157
61591,723,28183
61563,720,28214
61542,708,28247
61517,710,28270
61492,701,28304
61465,708,28324
61439,705,28353
61410,695,28392
61373,704,28420
61341,711,28445
61306,721,28470
61278,723,28496
61242,726,28529
61210,729,28558
61179,734,28584
61142,740,28615
61113,743,28641
61084,740,28673
61060,739,28698
61025,739,28733
60996,731,28770
60968,736,28793
60943,734,28820
60918,728,28851
60897,711,28889
60869,709,28919
60851,694,28952
60819,698,28980
60789,700,29008
60767,690,29040
60742,693,29062
60714,690,29093
60688,693,29116
60660,694,29143
60626,699,29172
60597,701,29199
60571,702,29224
60549,694,29254
60520,690,29287
60496,685,29316
60465,687,29345
60443,681,29373
60419,673,29405
60388,673,29436
60358,672,29467
60330,674,29493
60301,676,29520
60278,682,29537
60254,679,29564
60235,660,29602
60214,656,29627
60197,646,29654
60175,649,29673
60157,644,29696
60137,640,29720
60107,645,29745
60079,652,29766
60056,646,29795
60022,663,29812
59999,647,29851
59971,653,29873
59947,649,29901
59925,640,29932
59907,638,29952
59880,641,29976
59860,638,29999
59826,644,30027
59807,639,30051
59790,633,30074
59756,646,30095
59724,642,30131
59704,636,30157
59685,626,30186
59659,631,30207
59638,633,30226
59608,639,30250
59582,649,30266
59558,657,30282
59527,653,30317
59505,654,30338
59485,656,30356
59466,649,30382
59441,640,30416
59419,639,30439
59399,636,30462
59374,636,30487
59351,640,30506
59333,636,30528
59313,635,30549
59293,627,30577
59256,636,30605
59234,637,30626
59207,647,30643
59183,649,30665
59158,649,30690
59135,643,30719
59107,646,30744
59082,641,30774
59054,645,30798
59029,646,30822
59000,646,30851
58968,652,30877
58936,653,30908
58915,642,30940
58892,639,30966
58865,633,30999
58833,631,31033
58815,628,31054
58796,624,31077
58770,629,31098
58748,631,31118
58732,624,31141
58698,622,31177
58676,627,31194
58654,623,31220
58628,618,31251
58610,612,31275
58588,602,31307
58568,599,31330
58547,592,31358
58522,590,31385
58493,591,31413
58469,593,31435
58445,588,31464
58425,586,31486
58410,576,31511
58396,572,31529
58379,564,31554
58364,563,31570
58339,575,31583
58328,569,31600
58305,569,31623
58290,561,31646
58262,565,31670
58233,570,31694
58211,573,31713
58196,566,31735
58181,559,31757
58170,551,31776
58154,548,31795
58142,536,31819
58118,549,31830
58097,546,31854
58069,558,31870
58052,547,31898
58038,540,31919
58019,540,31938
57994,539,31964
57975,536,31986
57956,532,32009
57935,530,32032
57920,524,32053
57907,521,32069
57885,520,32092
57866,518,32113
57842,520,32135
57825,514,32158
57801,518,32178
57781,520,32196
57761,515,32221
57736,524,32237
57718,523,32256
57702,508,32287
57686,510,32301
57666,505,32326
57651,498,32348
57639,493,32365
57613,494,32390
57600,492,32405
57583,494,32420
57571,476,32450
57554,476,32467
57532,481,32484
57523,467,32507
57503,476,32518
57481,475,32541
57465,479,32553
57455,470,32572
57440,466,32591
57427,462,32608
57415,458,32624
57403,454,32640
57380,455,32662
57364,461,32672
57343,469,32685
57324,470,32703
57306,476,32715
57288,476,32733
57274,468,32755
57256,471,32770
57242,468,32787
57222,464,32811
57203,464,32830
57191,460,32846
57170,472,32855
57155,463,32879
57133,468,32896
57111,469,32917
57098,462,32937
57079,460,32958
57057,465,32975
57041,456,33000
57026,455,33016
57015,440,33042
56999,441,33057
56987,435,33075
56967,438,33092
56948,430,33119
56930,435,33132
56913,437,33147
56894,435,33168
56875,435,33187
56855,440,33202
56836,437,33224
56821,433,33243
56815,415,33267
56801,420,33276
56792,412,33293
56775,413,33309
56761,417,33319
56750,413,33334
56742,410,33345
56728,405,33364
56711,405,33381
56698,399,33400
56685,397,33415
56665,402,33430
56653,394,33450
56643,386,33468
56631,381,33485
56618,377,33502
56599,383,33515
56588,380,33529
56577,382,33538
56561,385,33551
56546,390,33561
56526,389,33582
56513,384,33600
56498,384,33615
56487,377,33633
56468,383,33646
56445,394,33658
56434,382,33681
56425,379,33693
56412,377,33708
56401,375,33721
56388,371,33738
56376,364,33757
56365,361,33771
56350,362,33785
56338,355,33804
56323,354,33820
56313,354,33830
56302,351,33844
56288,350,33859
56270,357,33870
56257,357,33883
56247,355,33895
56243,348,33906
56235,337,33925
56225,336,33936
56216,331,33950
56202,336,33959
56189,339,33969
56180,341,33976
56168,338,33991
56154,337,34006
56142,336,34019
56125,336,34036
56115,338,34044
56101,334,34062
56093,322,34082
56079,324,34094
56066,318,34113
56058,309,34130
56046,311,34140
56041,301,34155
56027,299,34171
56019,295,34183
56005,298,34194
55993,299,34205
55983,298,34216
55980,290,34227
55972,290,34235
55965,286,34246
55953,282,34262
55940,288,34269
55927,290,34280
55920,283,34294
55908,282,34307
55898,282,34317
55885,279,34333
55880,273,34344
55874,268,34355
55865,270,34362
55859,264,34374
55853,260,34384
55841,258,34398
55833,256,34408
55823,254,34420
55814,256,34427
55806,252,34439
55796,250,34451
55789,248,34460
55782,246,34469
55769,252,34476
55762,247,34488
55755,248,34494
55751,243,34503
55745,240,34512
55730,244,34523
55720,242,34535
55714,238,34545
55706,235,34556
55698,229,34570
55695,220,34582
55691,218,34588
55682,221,34594
55678,223,34596
55669,223,34605
55666,214,34617
55658,212,34627
55650,212,34635
55647,205,34645
55639,200,34658
55634,202,34661
55628,202,34667
